field_id,date_of_image,latitude,longitude,NDVI,GNDVI,NDWI,SAVI,soil_moisture,temperature,rainfall,crop_type,N,P,K,pH,humidity,yield
Field_44,2023-09-13,14.59792549,79.69517334,0.30672630,0.35239847,-0.35239847,0.46005335,29.93680750,34.44083943,13.59141544,Ragi,59.24286430,47.72890628,19.82695881,6.37497018,86.15000000,45.16312700
Field_44,2023-09-28,14.59792549,79.69517334,0.24271432,0.32907227,-0.32907227,0.36401978,31.78169128,30.16737445,12.71178829,Ragi,70.34073819,48.84185491,50.36774887,6.13505960,72.87308140,42.56538650
Field_44,2023-10-13,14.59792549,79.69517334,0.22636699,0.25709274,-0.25709274,0.33951026,35.62423405,24.60191374,5.65219242,Ragi,87.88886587,38.04527608,40.39974250,6.06080478,66.34304154,30.79730906
Field_44,2023-10-28,14.59792549,79.69517334,0.33233950,0.35427346,-0.35427346,0.49844231,29.57947789,39.09182980,13.64127665,Ragi,84.00719787,48.85975046,50.97743321,6.92005079,70.38804479,46.14380012
Field_44,2023-12-11,14.59792549,79.69517334,0.14470020,0.10124702,-0.10124702,0.21703403,44.41645031,18.99258877,12.07111867,Ragi,81.36156235,50.48351721,48.08399469,5.85935507,68.47896791,41.99158840
Field_44,2023-12-12,14.59792549,79.69517334,0.17920583,0.18914793,-0.18914793,0.26877333,39.57544415,21.89989979,5.39065622,Ragi,63.15895298,51.29798183,33.53675040,5.82653078,73.42972621,30.03572248
Field_45,2023-01-01,30.48401993,79.48998110,0.45826186,0.52298900,-0.52298900,0.68725543,19.67809597,4.26956818,7.29384951,Ragi,91.43011221,52.64292355,44.12869545,6.07690756,64.80395502,46.01860781
Field_45,2023-01-16,30.48401993,79.48998110,0.43883946,0.50193678,-0.50193678,0.65811187,20.95147294,-4.00346956,6.97492587,Ragi,92.57180037,43.65975072,62.16293389,6.42107978,65.97584049,35.16860733
Field_45,2023-01-31,30.48401993,79.48998110,0.47370308,0.53315281,-0.53315281,0.71037041,19.00138793,-1.30164758,7.21294263,Ragi,98.95000000,51.05013999,23.40642446,5.04055705,79.36111063,36.02408813
Field_45,2023-02-15,30.48401993,79.48998110,0.40472515,0.47522475,-0.47522475,0.60696221,22.66391088,-4.32115916,6.73314600,Ragi,90.36339309,54.62828169,44.02981117,5.51448198,67.20826023,34.27139575
Field_45,2023-02-03,30.48401993,79.48998110,0.40871371,0.47800796,-0.47800796,0.61294804,22.48105311,-0.90979895,6.76231011,Ragi,88.75317342,51.86939956,34.61353876,5.92074558,85.77978867,34.37572268
Field_45,2023-03-17,30.48401993,79.48998110,0.34717458,0.40204338,-0.40204338,0.52067242,26.98862818,16.99689560,5.39630089,Ragi,91.19995136,60.24272454,19.19754811,6.00852905,67.77385792,33.18639570
Field_45,2023-01-04,30.48401993,79.48998110,0.41248551,0.45749859,-0.45749859,0.61862059,23.48983026,-4.79052484,13.96490418,Ragi,74.06415980,78.79670512,33.95860516,5.87206448,75.75969082,47.80259827
Field_45,2023-04-16,30.48401993,79.48998110,0.40705432,0.44886455,-0.44886455,0.61048929,23.98619031,7.70495938,6.81593444,Ragi,68.45923969,52.73198248,43.42341962,5.60516239,66.36820940,34.77216500
Field_45,2023-01-05,30.48401993,79.48998110,0.44721348,0.45595824,-0.45595824,0.67072449,23.21381522,-1.15154048,14.11448784,Ragi,88.30336610,59.47076662,33.20753543,5.51862018,58.77513009,49.25274256
Field_45,2023-05-16,30.48401993,79.48998110,0.45213067,0.45817389,-0.45817389,0.67810538,23.05045571,6.14516375,7.19694941,Ragi,64.56798410,67.90005357,54.06851002,5.91163912,86.15000000,36.36836699
Field_45,2023-05-31,30.48401993,79.48998110,0.45351919,0.45501892,-0.45501892,0.68018851,23.19738149,8.11499259,7.21670574,Ragi,75.93510188,58.56376499,42.45881798,6.84388430,66.89947949,36.46226123
Field_45,2023-06-15,30.48401993,79.48998110,0.50995481,0.49651671,-0.49651671,0.76483229,20.50195303,27.40410197,14.77115067,Ragi,66.54564815,38.23801971,43.67437470,6.92528275,61.65821249,51.40187727
Field_45,2023-08-29,30.48401993,79.48998110,0.68436503,0.57943158,-0.57943158,1.02642394,14.48672771,28.97156272,8.98724937,Ragi,87.25239539,61.53369001,43.71613209,6.59254181,53.18731778,43.43130000
Field_45,2023-09-28,30.48401993,79.48998110,0.67342159,0.60091831,-0.60091831,1.00989241,13.50128537,20.03953428,8.83860649,Ragi,81.77451781,61.43523440,23.39625552,6.59886437,86.15000000,42.66971343
Field_45,2023-10-13,30.48401993,79.48998110,0.62439129,0.57617308,-0.57617308,0.93645380,15.26562544,10.46123309,8.45853230,Ragi,82.20776378,51.17912177,35.90405125,5.83797961,84.55741449,41.16740567
Field_45,2023-10-28,30.48401993,79.48998110,0.59691794,0.57517244,-0.57517244,0.89523571,15.59730403,3.80389132,8.21581166,Ragi,80.62585554,54.77456612,37.22564620,5.84072870,74.06578398,40.12413639
Field_45,2023-12-11,30.48401993,79.48998110,0.56880254,0.56581040,-0.56581040,0.85305251,16.36251005,-0.30477110,7.98626190,Ragi,66.99733861,49.60693531,52.01161788,5.67331767,85.86396967,39.18519404
Field_45,2023-11-27,30.48401993,79.48998110,0.55133301,0.57415020,-0.57415020,0.82684403,16.11505732,14.13338302,18.15795039,Ragi,60.75664408,29.96000000,27.93182887,5.84230899,65.79007067,53.66577161
Field_45,2023-12-12,30.48401993,79.48998110,0.52732162,0.55607990,-0.55607990,0.79082572,17.28303104,-3.52639200,14.29041327,Ragi,77.43588190,46.16827065,30.25772741,6.08530411,71.97874571,50.86980994
Field_45,2023-12-27,30.48401993,79.48998110,0.44789647,0.49581412,-0.49581412,0.67173139,21.17162420,3.01498677,7.06994442,Ragi,67.53627288,62.46211363,54.24538716,6.37811387,82.17963908,35.60678042
Field_46,2023-01-01,19.01429118,74.58043055,0.29609578,0.44150396,-0.44150396,0.44407493,25.49526009,22.14125464,5.84128874,Sorghum,70.77318553,47.68270590,40.94516370,6.52687281,71.38390267,30.59908789
Field_46,2023-01-16,19.01429118,74.58043055,0.27779105,0.44328095,-0.44328095,0.41662314,25.59146294,21.12285564,5.67383031,Sorghum,74.81523210,65.13368748,35.98693773,6.32489957,67.16019281,29.86879940
Field_46,2023-01-31,19.01429118,74.58043055,0.26777523,0.44230984,-0.44230984,0.40160411,25.74334204,20.92486812,5.58633798,Sorghum,78.78085274,47.35776953,36.78442853,6.82101543,68.20601522,29.49322246
Field_46,2023-02-15,19.01429118,74.58043055,0.23409182,0.40525961,-0.40525961,0.35108676,27.97929337,24.77023725,5.37278145,Sorghum,79.60652626,49.65562597,28.64255996,6.01740724,59.76798658,28.77336666
Field_46,2023-02-03,19.01429118,74.58043055,0.19657621,0.33518421,-0.33518421,0.29482353,31.94079175,23.91992836,5.20250068,Sorghum,60.56088166,49.78205245,25.56707318,6.04367200,86.15000000,28.42908780
Field_46,2023-03-17,19.01429118,74.58043055,0.20629583,0.38006465,-0.38006465,0.30939864,29.54973495,34.76275644,12.37969376,Sorghum,74.40958446,42.69510800,54.40460522,6.29176028,74.10797487,40.17629986
Field_46,2023-01-04,19.01429118,74.58043055,0.17583241,0.33117120,-0.33117120,0.26371183,32.35756757,19.28097884,5.02563448,Sorghum,81.41193814,55.99680468,32.32602899,6.05448052,85.04973630,27.68836661
Field_46,2023-04-16,19.01429118,74.58043055,0.16397182,0.30439055,-0.30439055,0.24592135,33.84623526,35.81611210,4.98329948,Sorghum,87.68808560,50.76503247,30.75677603,6.57667432,86.15000000,27.64663584
Field_46,2023-01-05,19.01429118,74.58043055,-0.03589337,-0.07563597,0.07563597,-0.05383851,55.29324860,19.20324707,4.09050144,Sorghum,84.75755524,51.69892946,44.46440648,5.86455354,68.49663259,32.59173221
Field_46,2023-05-16,19.01429118,74.58043055,0.14749281,0.29346358,-0.29346358,0.22120892,34.57251228,33.21354086,11.91306802,Sorghum,51.75008494,51.30965547,18.96000000,6.23888181,72.71331940,39.00783826
Field_46,2023-05-31,19.01429118,74.58043055,0.13768049,0.28006477,-0.28006477,0.20648911,35.35692584,25.17391631,4.80549249,Sorghum,54.40119939,56.04286943,40.88199997,6.49904356,70.24606597,27.01024158
Field_46,2023-06-15,19.01429118,74.58043055,0.13819248,0.27041507,-0.27041507,0.20725790,35.84445311,37.18740332,4.83277505,Sorghum,75.88824695,60.90468177,34.00498526,6.50898494,83.55051232,27.18759736
Field_46,2023-09-28,19.01429118,74.58043055,0.49673066,0.50467094,-0.50467094,0.74495676,20.22061908,27.05534205,31.05883500,Sorghum,68.73258353,55.60466606,46.58757240,6.23560706,83.17377082,59.80019495
Field_46,2023-10-13,19.01429118,74.58043055,0.46642294,0.49550366,-0.49550366,0.69952203,20.99826924,29.84458025,7.23646207,Sorghum,84.50034673,48.62736957,49.85322818,6.48441779,63.81444031,36.33706892
Field_46,2023-10-28,19.01429118,74.58043055,0.37067504,0.45434855,-0.45434855,0.55592611,24.07769025,37.20187357,2.36793747,Sorghum,76.48672151,29.96000000,32.52843497,5.61335910,76.13195439,33.28028993
Field_46,2023-12-11,19.01429118,74.58043055,0.35260636,0.49585093,-0.49585093,0.52882570,22.14293054,19.47664058,12.84537872,Sorghum,73.57695187,52.04242332,40.65224960,6.18881280,74.29718898,44.27634811
Field_46,2023-11-27,19.01429118,74.58043055,0.34394977,0.49329782,-0.49329782,0.51584404,22.36171241,29.57132723,12.77952428,Sorghum,78.30934473,49.27606608,45.36326433,7.30000000,61.72843997,43.94250194
Field_46,2023-12-12,19.01429118,74.58043055,0.39750126,0.48594842,-0.48594842,0.59614502,22.19009014,17.69154148,6.64283134,Sorghum,86.65452243,66.70147183,45.80301374,5.81637563,72.39130140,33.82278996
Field_46,2023-12-27,19.01429118,74.58043055,0.39323742,0.50532438,-0.50532438,0.58975012,21.24421489,15.69836970,6.55910213,Sorghum,86.57804412,46.49764267,44.93663261,5.45047354,76.83439928,33.35331878
Field_47,2023-01-01,13.64312739,77.79962420,0.33642627,0.36433582,-0.36433582,0.50460307,29.02391204,19.32245073,6.38317670,Sorghum,52.45906041,44.00658457,28.45905207,6.36051470,84.30106390,33.36375148
Field_47,2023-01-16,13.64312739,77.79962420,0.29517544,0.34905092,-0.34905092,0.44277305,30.22571563,26.48467346,6.05108217,Sorghum,87.45398240,54.37484409,41.16349519,6.24896744,72.13429616,32.01793411
Field_47,2023-01-31,13.64312739,77.79962420,0.26239499,0.32731219,-0.32731219,0.39361633,31.67057246,23.63405409,12.83879328,Sorghum,98.95000000,49.95521332,42.94934841,6.08854688,67.65926152,43.42086731
Field_47,2023-02-15,13.64312739,77.79962420,0.21703706,0.30971316,-0.30971316,0.32559597,33.03249093,17.58651676,5.44522133,Sorghum,70.75282228,75.91150594,44.87996839,6.36501987,74.79613655,29.60798208
Field_47,2023-02-03,13.64312739,77.79962420,0.20542343,0.30691151,-0.30691151,0.30812717,33.29416403,17.70074838,5.34738045,Sorghum,77.74561802,60.00045137,25.37744115,5.74874999,64.57471243,29.21153975
Field_47,2023-03-17,13.64312739,77.79962420,0.16374571,0.27253942,-0.27253942,0.24573921,35.47500232,27.57242676,12.24892566,Sorghum,87.69282437,49.05113309,45.60228145,7.16626197,66.41375552,40.14500178
Field_47,2023-01-04,13.64312739,77.79962420,0.21223245,0.29397108,-0.29397108,0.31834233,33.88541936,24.85232392,5.43863589,Sorghum,73.70872962,50.77354002,43.46462073,5.50360870,65.98698746,29.67057824
Field_47,2023-04-16,13.64312739,77.79962420,0.18919204,0.28735551,-0.28735551,0.28380071,34.45854779,28.51462686,5.24859879,Sorghum,65.93496254,45.60840140,46.17589831,6.72063224,68.60558899,28.88812628
Field_47,2023-01-05,13.64312739,77.79962420,0.13541845,0.25465872,-0.25465872,0.20374356,36.67737179,17.30175550,7.22987663,Sorghum,94.78179465,69.71785197,40.22799561,6.42439356,86.15000000,37.75591513
Field_47,2023-05-16,13.64312739,77.79962420,0.24481650,0.31793680,-0.31793680,0.36721351,32.32884782,37.24818219,5.67383031,Sorghum,97.89888646,58.45117754,22.58528067,5.96326606,72.27032663,30.55735712
Field_47,2023-05-31,13.64312739,77.79962420,0.24713076,0.31840680,-0.31840680,0.37067877,32.28121227,32.06223086,5.69358664,Sorghum,53.41244231,37.43687495,43.13983137,6.80210355,64.05546008,30.64081866
Field_47,2023-06-15,13.64312739,77.79962420,0.16635361,0.22939491,-0.22939491,0.24951593,37.65151572,38.83113611,5.18086280,Sorghum,79.27050800,41.19187577,30.48720992,7.23501392,59.54680824,28.90899166
Field_47,2023-08-14,13.64312739,77.79962420,0.31028769,0.34138155,-0.34138155,0.46537778,30.46300730,44.39079928,1.30485867,Sorghum,75.49468168,41.83246331,54.80605607,6.36400015,58.06193634,43.14961729
Field_47,2023-09-28,13.64312739,77.79962420,0.40868262,0.36901755,-0.36901755,0.61296098,28.04689739,29.64808653,13.81437975,Sorghum,73.11366058,51.02326403,41.21308568,5.95208665,62.16722433,48.96062717
Field_47,2023-10-13,13.64312739,77.79962420,0.44167516,0.42853248,-0.42853248,0.66245916,24.67085655,28.91960615,7.17342997,Sorghum,75.22274733,56.64934740,42.94128686,6.32035746,84.05214027,36.42053046
Field_47,2023-10-28,13.64312739,77.79962420,0.38331773,0.41413127,-0.41413127,0.57492135,26.00224227,34.70964428,13.82096520,Sorghum,58.32844647,44.19115475,37.85955044,5.84750209,70.50451399,47.28096363
Field_47,2023-12-12,13.64312739,77.79962420,0.37744613,0.38820418,-0.38820418,0.56609571,27.38615859,19.07744142,6.69363334,Sorghum,60.45180349,45.22405401,35.82973621,6.15702949,67.13513492,34.57394384
Field_47,2023-12-27,13.64312739,77.79962420,0.24469775,0.25257593,-0.25257593,0.36692005,35.66767261,19.02723926,5.82623630,Sorghum,91.78880928,45.94899180,46.03231533,6.74737192,74.59068905,31.57976101
Field_48,2023-01-01,23.33313708,77.20419754,0.74646371,0.68408172,-0.68408172,1.11956099,8.50862797,6.18354103,9.29582446,Sorghum,67.46991073,64.15975785,52.56260079,5.62979698,64.14844539,44.19288657
Field_48,2023-01-16,23.33313708,77.20419754,0.73695537,0.70034157,-0.70034157,1.10529818,7.77543645,10.21437632,9.17258258,Sorghum,70.38296046,66.14178436,48.09171494,5.47650796,69.42363057,43.56692501
Field_48,2023-01-31,23.33313708,77.20419754,0.40674734,0.34093939,-0.34093939,0.61006112,29.50045605,8.34142659,14.11072473,Sorghum,75.30432380,63.84277257,23.21180985,6.62476935,81.59681231,49.49269450
Field_48,2023-02-15,23.33313708,77.20419754,0.57644776,0.60009710,-0.60009710,0.86454601,14.53360155,11.98447995,7.97403179,Sorghum,67.86472591,50.93388817,29.78847008,5.69030715,64.19030556,38.94524211
Field_48,2023-02-03,23.33313708,77.20419754,0.37165801,0.48996339,-0.48996339,0.55741584,22.24900188,11.62617834,6.40293303,Sorghum,69.28244979,68.44164193,19.78172946,6.02196949,70.37604391,32.75865530
Field_48,2023-03-17,23.33313708,77.20419754,0.20727125,0.32348130,-0.32348130,0.31086487,32.42916619,19.58090868,12.62805907,Sorghum,91.45483389,53.04149591,43.14624038,6.16904083,83.91334692,41.24043452
Field_48,2023-01-04,23.33313708,77.20419754,0.18549194,0.29222015,-0.29222015,0.27820034,34.24792694,5.68019254,5.20438224,Sorghum,88.21824591,73.39559902,41.80703344,6.13958329,77.39375670,28.66903973
Field_48,2023-04-16,23.33313708,77.20419754,0.15994123,0.25595285,-0.25595285,0.23987591,36.36083963,17.88288632,5.06138403,Sorghum,46.47637863,54.22309432,39.81359497,6.29186738,67.32272564,28.25173202
Field_48,2023-01-05,23.33313708,77.20419754,0.20322686,0.30292989,-0.30292989,0.30479526,33.51991605,11.33388393,11.96669235,Sorghum,74.33781747,48.19404055,32.13682590,6.41791097,70.29172608,41.04221335
Field_48,2023-05-16,23.33313708,77.20419754,0.06329663,0.11446283,-0.11446283,0.09493327,44.57295747,18.88613923,11.46902094,Sorghum,70.52682798,55.02357960,47.47015763,5.82718673,86.15000000,40.88572296
Field_48,2023-05-31,23.33313708,77.20419754,0.18927037,0.29725785,-0.29725785,0.28386648,33.95209095,28.73764905,5.22602012,Sorghum,71.08487741,38.16717367,27.40032160,6.05489493,82.95248663,28.73163589
Field_48,2023-06-15,23.33313708,77.20419754,0.15898156,0.27602409,-0.27602409,0.23844013,35.34571575,27.13416146,5.00493737,Sorghum,70.93235619,50.96448420,47.19883354,6.52553410,76.25464683,27.89702047
Field_48,2023-08-29,23.33313708,77.20419754,0.74911207,0.67186655,-0.67186655,1.12355393,9.10534093,33.14457384,16.17290945,Sorghum,72.57386230,43.05787525,38.92974860,6.49009834,73.05928395,58.66303144
Field_48,2023-09-13,23.33313708,77.20419754,0.74911207,0.67186655,-0.67186655,1.12355393,9.10534093,19.88977293,16.82580917,Sorghum,89.24917681,53.38891126,57.70128889,6.14609467,71.09455489,59.02817569
Field_48,2023-09-28,23.33313708,77.20419754,0.45116128,0.48140510,-0.48140510,0.67664626,21.87406858,29.99409164,7.13391730,Sorghum,52.37193827,55.03152218,38.34240938,6.57481747,63.10732762,35.96149198
Field_48,2023-10-13,23.33313708,77.20419754,0.32113227,0.38418367,-0.38418367,0.48162563,28.16658983,21.05220321,6.19972505,Sorghum,92.41148472,74.77053892,43.45445931,6.02631189,73.88962923,32.46653990
Field_48,2023-10-28,23.33313708,77.20419754,0.31869334,0.39827589,-0.39827589,0.47795766,27.47188787,21.37473557,6.14515994,Sorghum,98.09309024,59.63701101,52.71528392,5.99142414,76.17265003,32.15355912
Field_48,2023-12-11,23.33313708,77.20419754,0.36519760,0.43102205,-0.43102205,0.54769219,25.32478361,6.38138483,13.72030198,Sorghum,61.89949374,60.04457956,51.06300639,6.26364070,62.36153747,46.25855974
Field_48,2023-11-27,23.33313708,77.20419754,0.51140605,0.51721906,-0.51721906,0.76697969,19.42997933,21.37389753,14.26407149,Sorghum,80.29090880,43.86003311,29.28883233,6.25701596,68.96544663,50.84894456
Field_48,2023-12-12,23.33313708,77.20419754,0.71494710,0.63428347,-0.63428347,1.07226873,11.37341953,12.61164317,9.13118836,Sorghum,69.30579318,51.32923373,47.47221462,5.44348468,68.52935219,43.75471348
Field_48,2023-12-27,23.33313708,77.20419754,0.70818502,0.64414990,-0.64414990,1.06214131,10.93865687,9.89737055,9.04745914,Sorghum,92.76025171,59.43144893,39.23676102,6.40482633,74.84936983,43.33740576
Field_49,2023-01-01,17.52394033,78.37062498,0.15964960,0.16985426,-0.16985426,0.23944084,40.76038855,19.49473008,5.26082890,Turmeric,91.82987590,55.42069250,31.67598158,6.74533673,69.45953267,29.58711669
Field_49,2023-01-16,17.52394033,78.37062498,0.23657997,0.30138109,-0.30138109,0.35481012,33.25837349,19.44384061,12.62147363,Turmeric,67.94738019,35.66388432,31.20464400,6.22960819,61.98943885,42.71144420
Field_49,2023-01-31,17.52394033,78.37062498,0.22159835,0.31248702,-0.31248702,0.33234355,32.84426166,22.16703155,5.47908933,Turmeric,70.80534814,53.69948607,28.69702257,6.51859239,66.07222396,29.74360709
Field_49,2023-02-15,17.52394033,78.37062498,0.19285792,0.27767358,-0.27767358,0.28924356,34.91551036,22.30905706,5.30410467,Turmeric,65.06330931,62.50033977,51.06955907,6.56722700,60.63264219,29.18024168
Field_49,2023-02-03,17.52394033,78.37062498,0.18876762,0.28942911,-0.28942911,0.28311072,34.35699531,18.93907693,5.24013179,Turmeric,70.67064358,58.47554524,18.96000000,5.73819696,82.05786162,28.83596281
Field_49,2023-03-17,17.52394033,78.37062498,0.19479305,0.29551360,-0.29551360,0.29214809,33.98475788,28.99720228,18.74875879,Turmeric,61.58430442,55.76818121,41.42815529,7.07704386,73.46616163,44.58932890
Field_49,2023-01-04,17.52394033,78.37062498,0.27756911,0.33642942,-0.33642942,0.41629632,31.05003570,21.55758305,5.92313640,Turmeric,58.72697491,43.14159608,45.39294941,5.77582953,77.36898643,31.52759755
Field_49,2023-04-16,17.52394033,78.37062498,0.30078832,0.36895063,-0.36895063,0.45112093,29.15222545,26.76157286,6.05390450,Turmeric,67.03638980,49.77895628,33.10506231,6.53063994,71.76260218,31.91360718
Field_49,2023-01-05,17.52394033,78.37062498,0.27148369,0.33924842,-0.33924842,0.40716820,30.96823489,19.00989867,12.67039407,Turmeric,67.72383763,68.80847735,18.96000000,6.21844003,84.81359556,43.49389616
Field_49,2023-05-16,17.52394033,78.37062498,0.33344907,0.35068087,-0.35068087,0.50011479,29.75159945,22.07353051,6.38882136,Turmeric,83.10140436,40.62727151,51.52993092,6.71660797,73.07788688,33.46807840
Field_49,2023-05-31,17.52394033,78.37062498,0.32571040,0.35338975,-0.35338975,0.48850759,29.69230594,39.46933337,6.31355915,Turmeric,67.47978157,66.64906280,45.50043623,6.93223098,64.59371946,33.12379954
Field_49,2023-06-15,17.52394033,78.37062498,0.26930421,0.28511147,-0.28511147,0.40390989,33.75496297,36.98345553,5.97017529,Turmeric,81.45028981,39.80111332,48.12377305,6.44416145,79.74087636,32.01793411
Field_49,2023-09-28,17.52394033,78.37062498,0.45195287,0.43467975,-0.43467975,0.67784146,24.25198525,24.52391248,16.17290945,Turmeric,72.91154600,35.26512036,33.39749678,6.16617297,58.99593210,50.91154071
Field_49,2023-10-13,17.52394033,78.37062498,0.39494072,0.38941271,-0.38941271,0.59233313,27.14577580,20.98404257,6.84698010,Turmeric,71.54506544,40.22991661,51.65688228,6.61328461,66.59168118,35.23120348
Field_49,2023-10-28,17.52394033,78.37062498,0.38460139,0.40728178,-0.40728178,0.57681749,26.33889726,30.05768777,6.71338967,Turmeric,64.52930700,45.60418185,40.07575634,7.12637799,81.42648738,34.55307845
Field_49,2023-12-12,17.52394033,78.37062498,0.27984955,0.30301439,-0.30301439,0.41970679,32.73306334,23.76775203,6.02191806,Turmeric,68.16115118,49.69115584,43.01242229,6.25086555,75.99722301,32.14312642
Field_50,2023-01-16,10.71853964,79.99353090,-0.09440524,-0.34864276,0.34864276,-0.14138319,69.83174242,22.31543856,6.70115956,Turmeric,72.72275068,47.00567846,22.06307925,6.05805262,67.70618314,46.94711746
Field_50,2023-02-15,10.71853964,79.99353090,-0.05741090,-0.21895881,0.21895881,-0.08596745,62.83169446,19.00867283,6.70115956,Turmeric,82.09054518,45.49352819,55.76312406,6.08740606,62.64329517,45.34048278
Field_50,2023-02-03,10.71853964,79.99353090,-0.07516854,-0.21554784,0.21554784,-0.11263521,62.83887218,20.32691292,6.70115956,Turmeric,49.14273421,72.71545689,31.87603845,6.31662518,86.15000000,45.34048278
Field_50,2023-01-04,10.71853964,79.99353090,-0.04486247,-0.13215629,0.13215629,-0.06724796,58.27102314,17.13160511,6.70115956,Turmeric,91.32705260,56.36658993,37.44629344,6.83013541,81.29136219,43.94250194
Field_50,2023-04-16,10.71853964,79.99353090,0.00238057,-0.00994295,0.00994295,0.00356856,51.54778870,35.10036638,6.70115956,Turmeric,69.58125062,41.49362039,31.27586915,6.11005020,67.41853905,41.87682878
Field_50,2023-05-16,10.71853964,79.99353090,-0.07687593,-0.21168147,0.21168147,-0.11525576,62.65887601,37.32978784,6.70115956,Turmeric,92.26531539,63.73978511,25.52568261,6.63759533,65.15378158,45.28831931
Field_50,2023-05-31,10.71853964,79.99353090,-0.07687593,-0.21168147,0.21168147,-0.11525576,62.65887601,31.99662756,6.70115956,Turmeric,81.81580710,75.05033197,18.96000000,6.09954339,74.18524268,45.28831931
Field_50,2023-06-15,10.71853964,79.99353090,-0.04792000,-0.17411197,0.17411197,-0.07182750,60.44468972,43.13990665,6.70115956,Turmeric,54.32553463,34.88456653,35.09825597,6.66195723,70.95494818,44.61019428
Field_50,2023-06-30,10.71853964,79.99353090,-0.04859401,-0.22382347,0.22382347,-0.07281323,62.99005990,36.19808030,6.70115956,Turmeric,85.05596142,53.06689640,42.11957813,6.44660252,71.94547967,45.38221355
Field_50,2023-07-30,10.71853964,79.99353090,-0.00308936,-0.05041612,0.05041612,-0.00463252,53.67038924,37.98303444,6.70115956,Turmeric,89.35952809,37.27508868,42.95844332,6.66912764,66.37857377,42.53408842
Field_50,2023-08-14,10.71853964,79.99353090,-0.15939938,-0.30473710,0.30473710,-0.23878621,68.25350445,36.00908894,6.70115956,Turmeric,74.11167598,49.46432457,31.39637841,6.15081284,68.01971852,46.94711746
Field_50,2023-08-29,10.71853964,79.99353090,-0.15939938,-0.30473710,0.30473710,-0.23878621,68.25350445,36.55552508,6.70115956,Turmeric,94.23898541,45.73736503,29.14292671,7.30000000,68.47841044,46.94711746
Field_50,2023-09-28,10.71853964,79.99353090,-0.06941634,-0.11313763,0.11313763,-0.10403484,57.55061280,24.96448590,6.70115956,Turmeric,69.57662996,35.26748826,52.21912015,6.02452396,84.41383620,43.72341540
Field_51,2023-01-01,15.59567111,77.84316539,0.44601690,0.49091442,-0.49091442,0.66892518,21.44102033,21.79259296,7.06524053,Turmeric,98.95000000,55.51189967,27.03813115,6.28048409,78.19490609,35.61721311
Field_51,2023-01-16,15.59567111,77.84316539,0.40726901,0.46945382,-0.46945382,0.61081664,22.93261976,18.59692038,14.23584816,Turmeric,62.88714260,42.54761883,39.23140740,5.80148277,64.34858063,47.56264634
Field_51,2023-01-31,15.59567111,77.84316539,0.39658982,0.44408193,-0.44408193,0.59480100,24.33728460,17.38342556,13.43618712,Turmeric,58.38826216,55.20927142,45.48518480,5.96068816,65.27570824,47.10360785
Field_51,2023-02-15,15.59567111,77.84316539,0.37391721,0.43650022,-0.43650022,0.56080076,24.95599237,17.07236236,6.54875357,Turmeric,82.98236257,74.63914203,34.01225341,5.88575806,73.06334403,33.68716495
Field_51,2023-02-03,15.59567111,77.84316539,0.34108872,0.40759695,-0.40759695,0.51156621,26.76719258,21.75567450,6.32296692,Turmeric,65.01351357,45.99124562,41.13896700,6.24934266,65.51193405,32.87341492
Field_51,2023-03-17,15.59567111,77.84316539,0.34549146,0.42486199,-0.42486199,0.51815751,25.84059986,38.75059379,5.44804366,Turmeric,72.28644211,39.78791443,50.02300485,6.61747102,77.01200006,43.20178076
Field_51,2023-01-04,15.59567111,77.84316539,0.27414531,0.37661620,-0.37661620,0.41116422,29.03289000,19.00627769,5.79801297,Turmeric,66.46797082,68.61301735,46.71660955,6.49519114,72.83921917,30.76601098
Field_51,2023-04-16,15.59567111,77.84316539,0.23954717,0.37669229,-0.37669229,0.35927408,29.38235091,38.26046071,5.48849710,Turmeric,69.25262377,43.12264213,45.12210475,6.85911558,62.18862053,29.43062630
Field_51,2023-01-05,15.59567111,77.84316539,0.17446418,0.26761896,-0.26761896,0.26166528,35.61679633,20.51024590,11.75407659,Turmeric,71.10740642,46.21813280,28.17130969,5.98007600,68.10286495,40.36408832
Field_51,2023-05-16,15.59567111,77.84316539,0.20271242,0.30207335,-0.30207335,0.30402790,33.56890857,31.53173107,5.33515034,Turmeric,58.37887340,41.83124426,53.25175435,6.57880233,69.72086832,29.18024168
Field_51,2023-05-31,15.59567111,77.84316539,0.19658433,0.30731851,-0.30731851,0.29482857,33.36365344,31.85560003,5.26741434,Turmeric,98.95000000,58.23971309,25.55962920,6.47701145,73.22354821,28.85682820
Field_51,2023-06-15,15.59567111,77.84316539,0.16981841,0.26966507,-0.26966507,0.25469162,35.55975929,36.24067427,5.11688991,Turmeric,60.44696671,52.63281878,46.50461010,6.43950687,71.48895855,28.41865510
Field_51,2023-07-30,15.59567111,77.84316539,0.39294301,0.43815004,-0.43815004,0.58932430,24.67743680,44.17420321,13.99500907,Turmeric,75.76670187,29.96000000,22.02036302,6.55481485,55.77872788,47.36442517
Field_51,2023-08-14,15.59567111,77.84316539,0.38222306,0.38900610,-0.38900610,0.57326553,27.29642281,39.77256675,13.63845432,Turmeric,72.37524937,40.66121976,31.88773432,6.53041721,79.50534208,47.53134826
